learning_rate,hidden_units,dropout,activation,train_accuracy,test_accuracy,train_loss,test_loss
0.1,128,0.1,tanh,0.4089694082736969,0.41314008831977844,1.9804433345794679,1.9874206066131592
0.1,128,0.2,relu,0.31577294766902925,0.3133011251688004,151.4811668395996,151.17012405395508
0.1,128,0.2,sigmoid,0.2583011269569397,0.2592592567205429,1.7768969297409059,1.7707130670547486
0.1,128,0.2,tanh,0.42880032062530515,0.42544283270835875,2.030322003364563,2.0529354333877565
0.1,128,0.3,relu,0.2998953253030777,0.2988727927207947,119.67284393310547,120.1460678100586
0.1,128,0.3,sigmoid,0.2288808375597,0.22885667979717256,1.9550967454910277,1.9453727960586549
0.1,128,0.3,tanh,0.3032206058502197,0.2998067617416382,2.920841407775879,2.9379281520843508
0.1,64,0.0,relu,0.30752013027668,0.3120128810405731,57.887109375,57.1587646484375
0.1,64,0.0,sigmoid,0.2600805163383484,0.26090177297592165,1.6758846998214723,1.673710083961487
0.1,64,0.0,tanh,0.4125925898551941,0.40898550748825074,2.1702228784561157,2.1923670291900637
0.1,64,0.1,relu,0.2845813184976578,0.284186789393425,73.96930274963378,74.38823089599609
0.1,64,0.1,sigmoid,0.24645732939243317,0.24708535075187682,1.5467992305755616,1.546747612953186
0.1,64,0.1,tanh,0.4088486313819885,0.4075684368610382,1.6922540664672852,1.7112717628479004
0.1,64,0.2,relu,0.3243075668811798,0.32090177536010744,55.20896949768066,55.60279083251953
0.1,64,0.2,sigmoid,0.22403381764888763,0.22215780913829802,1.6742857933044433,1.6758339405059814
0.1,64,0.2,tanh,0.37149758338928224,0.3712077379226685,2.3949320316314697,2.3810246706008913
0.1,64,0.3,relu,0.32090981900691984,0.32083736062049867,103.63011016845704,104.34813842773437
0.1,64,0.3,sigmoid,0.2304347813129425,0.2288888931274414,1.7086896419525146,1.709887981414795
0.1,64,0.3,tanh,0.3723107874393463,0.37227052450180054,2.007740879058838,2.008363962173462
0.1,32,0.0,relu,0.3173349410295486,0.3146215796470642,25.368732452392578,25.34139633178711
0.1,32,0.0,sigmoid,0.30578905045986177,0.3085990369319916,1.4868541717529298,1.4884314775466918
0.1,32,0.0,tanh,0.41700482964515684,0.4149758517742157,2.356638264656067,2.379315209388733
0.1,32,0.1,relu,0.26098228693008424,0.2634460538625717,40.99509620666504,40.59700584411621
0.1,32,0.1,sigmoid,0.30061191916465757,0.3074074059724808,1.5311662435531617,1.5273664474487305
0.1,32,0.1,tanh,0.4208615183830261,0.41790659427642823,1.7736418485641479,1.7904097318649292
0.1,32,0.2,relu,0.2590982288122177,0.26190016567707064,33.72244396209717,33.57278213500977
0.1,32,0.2,sigmoid,0.24729468524456025,0.24824476838111878,1.5370499610900878,1.5372756242752075
0.1,32,0.2,tanh,0.3691384792327881,0.3723993539810181,2.316039204597473,2.3228071689605714
0.1,32,0.3,relu,0.22130434811115265,0.21520128846168518,42.28691997528076,42.19264526367188
0.1,32,0.3,sigmoid,0.26744766235351564,0.26769726574420927,1.6195202350616456,1.6188339233398437
0.1,32,0.3,tanh,0.3773268938064575,0.37227052450180054,2.1247184753417967,2.1542991638183593
0.01,512,0.0,relu,0.4359098255634308,0.4335587680339813,3.479901647567749,3.493507480621338
0.01,512,0.0,sigmoid,0.9627697229385376,0.9568438172340393,0.11872542798519134,0.1365668445825577
0.01,512,0.0,tanh,0.5117310762405396,0.5118518471717834,1.140606689453125,1.1517145156860351
0.01,512,0.1,relu,0.3683494389057159,0.3684380054473877,4.231959009170533,4.239007496833802
0.01,512,0.1,sigmoid,0.9610225439071656,0.9563607096672058,0.13049830496311188,0.14717869758605956
0.01,512,0.1,tanh,0.4997101306915283,0.4974879205226898,1.1708618879318238,1.17471764087677
0.01,512,0.2,relu,0.3690740764141083,0.36541062593460083,4.43538088798523,4.454318523406982
0.01,512,0.2,sigmoid,0.9512962937355042,0.9472463846206665,0.16425540447235107,0.17710236310958863
0.01,512,0.2,tanh,0.48706923723220824,0.486473423242569,1.1833369970321654,1.187365984916687
0.01,512,0.3,relu,0.37787439823150637,0.37787439227104186,5.461456775665283,5.461709451675415
0.01,512,0.3,sigmoid,0.9394444584846496,0.933268916606903,0.20735957622528076,0.22251623570919038
0.01,512,0.3,tanh,0.4744444489479065,0.4698550760746002,1.249757957458496,1.2530399084091186
0.01,256,0.0,relu,0.42533011436462403,0.42177134156227114,2.210871624946594,2.2215258836746217
0.01,256,0.0,sigmoid,0.9601932287216186,0.9547826051712036,0.1226936936378479,0.1420722484588623
0.01,256,0.0,tanh,0.5305636048316955,0.526441216468811,1.1335793495178224,1.1460785627365113
0.01,256,0.1,relu,0.35306763648986816,0.3511111080646515,2.567628765106201,2.577983355522156
0.01,256,0.1,sigmoid,0.9523268938064575,0.9473429918289185,0.16759880781173705,0.17874830961227417
0.01,256,0.1,tanh,0.5021578013896942,0.4995813310146332,1.1635307312011718,1.1676605701446534
0.01,256,0.2,relu,0.42496779561042786,0.4249597430229187,2.1511107206344606,2.1611018896102907
0.01,256,0.2,sigmoid,0.9538164258003234,0.9487600684165954,0.16962449252605438,0.18304336071014404
0.01,256,0.2,tanh,0.4983897030353546,0.4994847059249878,1.1849589824676514,1.1861700296401978
0.01,256,0.3,relu,0.4441143274307251,0.4434460461139679,2.900255060195923,2.9147619247436523
0.01,256,0.3,sigmoid,0.9323751926422119,0.9294363975524902,0.20261690616607667,0.2173131674528122
0.01,256,0.3,tanh,0.4590740859508514,0.45864734053611755,1.247236967086792,1.249177384376526
0.01,128,0.0,relu,0.3695652186870575,0.36847021579742434,2.2871756315231324,2.309351110458374
0.01,128,0.0,sigmoid,0.9579066038131714,0.9519484639167786,0.13731727451086045,0.15426430404186248
0.01,128,0.0,tanh,0.5246699035167695,0.5166827619075776,1.1332666397094726,1.1493298053741454
0.01,128,0.1,relu,0.46107890605926516,0.4590660214424133,1.6463871240615844,1.673603892326355
0.01,128,0.1,sigmoid,0.9547101497650147,0.9510467052459717,0.1627368450164795,0.17561060786247254
0.01,128,0.1,tanh,0.49704509377479555,0.4968116044998169,1.1608290433883668,1.1665127754211426
0.01,128,0.2,relu,0.40382447838783264,0.4040901720523834,1.7524423599243164,1.7494112968444824
0.01,128,0.2,sigmoid,0.9567793846130371,0.9532689094543457,0.16198757588863372,0.17203380167484283
0.01,128,0.2,tanh,0.48527374267578127,0.4857971012592316,1.2052808284759522,1.2086140871047975
0.01,128,0.3,relu,0.4140499234199524,0.41278583407402036,1.9003822088241578,1.9107630729675293
0.01,128,0.3,sigmoid,0.9353703737258912,0.9319484829902649,0.2247500240802765,0.23462702035903932
0.01,128,0.3,tanh,0.4481723070144653,0.4495008051395416,1.2619150400161743,1.2680609703063965
0.01,64,0.0,relu,0.4717874348163605,0.4666022598743439,1.6254516124725342,1.6390098333358765
0.01,64,0.0,sigmoid,0.9625845432281495,0.9599999904632568,0.12184304893016815,0.13577631562948228
0.01,64,0.0,tanh,0.5380273759365082,0.5337842166423797,1.0980162858963012,1.105885100364685
0.01,64,0.1,relu,0.4156602263450623,0.4161352634429932,1.416587233543396,1.4167980909347535
0.01,64,0.1,sigmoid,0.951368761062622,0.9477294683456421,0.17648577094078063,0.1892137885093689
0.01,64,0.1,tanh,0.5106521725654602,0.5100161075592041,1.1495065450668336,1.152733564376831
0.01,64,0.2,relu,0.3581803560256958,0.3561996817588806,1.7328446865081788,1.7420667648315429
0.01,64,0.2,sigmoid,0.9447987079620361,0.9406119227409363,0.1971738427877426,0.2099630355834961
0.01,64,0.2,tanh,0.45665056109428404,0.45629629492759705,1.2497523307800293,1.253289794921875
0.01,64,0.3,relu,0.39081319570541384,0.38959742784500123,1.6240071296691894,1.6279358625411988
0.01,64,0.3,sigmoid,0.9293075799942017,0.9216103076934814,0.2392524689435959,0.251784086227417
0.01,64,0.3,tanh,0.47007246017456056,0.4725281834602356,1.2489392280578613,1.2500800848007203
0.01,32,0.0,relu,0.43723027110099794,0.4347503960132599,1.3710952043533324,1.3855891942977905
0.01,32,0.0,sigmoid,0.963301134109497,0.9585829138755798,0.12609558850526809,0.1387585937976837
0.01,32,0.0,tanh,0.5213607013225555,0.5203542709350586,1.1206524133682252,1.1296120643615724
0.01,32,0.1,relu,0.443703705072403,0.44328503012657167,1.3792710781097413,1.388495683670044
0.01,32,0.1,sigmoid,0.9356280207633972,0.9324959754943848,0.2249303936958313,0.23027909100055693
0.01,32,0.1,tanh,0.5060869634151459,0.4990338146686554,1.1596898317337037,1.1665679931640625
0.01,32,0.2,relu,0.4466264069080353,0.44483092427253723,1.2455163478851319,1.2482019901275634
0.01,32,0.2,sigmoid,0.8966827750205993,0.8929468631744385,0.3292425751686096,0.337846702337265
0.01,32,0.2,tanh,0.44950079917907715,0.45107890367507936,1.2759332656860352,1.280552077293396
0.01,32,0.3,relu,0.4121739089488983,0.4101449251174927,1.2942286252975463,1.3017174005508423
0.01,32,0.3,sigmoid,0.8768760085105896,0.8719484806060791,0.37794798612594604,0.3870090782642365
0.01,32,0.3,tanh,0.4618840515613556,0.46035427451133726,1.2453874349594116,1.2487414121627807
0.001,512,0.0,relu,0.5165700435638427,0.5104025781154633,1.1867595672607423,1.1958568811416626
0.001,512,0.0,sigmoid,0.9865458965301513,0.968760073184967,0.049716512113809584,0.10036356747150421
0.001,512,0.0,tanh,0.5508856654167176,0.5485668182373047,1.0577628135681152,1.0634419679641725
0.001,512,0.1,relu,0.5162399351596832,0.5108856618404388,1.1950428009033203,1.2065428018569946
0.001,512,0.1,sigmoid,0.9773510456085205,0.9630595922470093,0.07484020739793777,0.11765925288200378
0.001,512,0.1,tanh,0.523276972770691,0.519516921043396,1.1183790206909179,1.1219109296798706
0.001,512,0.2,relu,0.4985346257686615,0.4987439751625061,1.1552220821380614,1.1623785495758057
0.001,512,0.2,sigmoid,0.97757648229599,0.9641867995262146,0.07767743170261383,0.11675188094377517
0.001,512,0.2,tanh,0.5163123965263366,0.5148792266845703,1.1526089191436768,1.1571055412292481
0.001,512,0.3,relu,0.5180354177951813,0.5164251267910004,1.155443835258484,1.1627028226852416
0.001,512,0.3,sigmoid,0.9716022610664368,0.9611916184425354,0.0927109383046627,0.1262466013431549
0.001,512,0.3,tanh,0.5020934045314789,0.5012560367584229,1.1939448595046998,1.1962768316268921
0.001,256,0.0,relu,0.5206119179725647,0.5155555605888367,1.1473509073257446,1.1586271286010743
0.001,256,0.0,sigmoid,0.9851449251174926,0.9696296334266663,0.05828474536538124,0.10074923932552338
0.001,256,0.0,tanh,0.5508454084396363,0.5448309183120728,1.0554780960083008,1.06533944606781
0.001,256,0.1,relu,0.5044363915920258,0.4994847118854523,1.1297021865844727,1.1389033794403076
0.001,256,0.1,sigmoid,0.9737761735916137,0.962383258342743,0.0887568473815918,0.12496738582849502
0.001,256,0.1,tanh,0.5190901637077332,0.518454122543335,1.1234455585479737,1.1288928985595703
0.001,256,0.2,relu,0.5321417093276978,0.5288888812065125,1.0939801216125489,1.101221513748169
0.001,256,0.2,sigmoid,0.9733494281768799,0.9640901803970336,0.08905075192451477,0.12169630378484726
0.001,256,0.2,tanh,0.5122705340385437,0.5107568502426147,1.1579875707626344,1.1622530221939087
0.001,256,0.3,relu,0.5117552280426025,0.5116908252239227,1.114250659942627,1.1152650356292724
0.001,256,0.3,sigmoid,0.9675040245056152,0.9585829377174377,0.11310883462429047,0.14015975296497346
0.001,256,0.3,tanh,0.5010788977146149,0.5010627985000611,1.1965421915054322,1.1987292051315308
0.001,128,0.0,relu,0.5359661817550659,0.5323993682861328,1.103151535987854,1.1111974954605102
0.001,128,0.0,sigmoid,0.9847181916236878,0.969919490814209,0.054774729162454606,0.0952965646982193
0.001,128,0.0,tanh,0.5541465282440186,0.5490821242332459,1.0503621101379395,1.0580881595611573
0.001,128,0.1,relu,0.5243075728416443,0.5237359046936035,1.0981517553329467,1.103672194480896
0.001,128,0.1,sigmoid,0.9714895248413086,0.963349449634552,0.10053149461746216,0.12558728009462355
0.001,128,0.1,tanh,0.5217391371726989,0.5171014547348023,1.1202610969543456,1.1255414724349975
0.001,128,0.2,relu,0.513776159286499,0.5101127207279206,1.1059763431549072,1.114483904838562
0.001,128,0.2,sigmoid,0.9627697110176087,0.9573590993881226,0.13516222238540648,0.15717839300632477
0.001,128,0.2,tanh,0.5094847023487091,0.5094685971736908,1.1652666091918946,1.1691699743270874
0.001,128,0.3,relu,0.5319967865943909,0.5306602239608764,1.0958629846572876,1.100052547454834
0.001,128,0.3,sigmoid,0.9625362396240235,0.956425130367279,0.13684082627296448,0.1563761979341507
0.001,128,0.3,tanh,0.5083333373069763,0.5063446044921875,1.186785626411438,1.1888894319534302
0.001,64,0.0,relu,0.5491143345832825,0.5460869550704956,1.0787108659744262,1.086064863204956
0.001,64,0.0,sigmoid,0.9853703618049622,0.9729790568351746,0.054780537635087966,0.0844131976366043
0.001,64,0.0,tanh,0.548132061958313,0.5443156123161316,1.0564189195632934,1.0635140657424926
0.001,64,0.1,relu,0.5298309206962586,0.5277938723564148,1.0895238161087035,1.095242190361023
0.001,64,0.1,sigmoid,0.9625764846801758,0.9560708642005921,0.13805239647626877,0.15842614322900772
0.001,64,0.1,tanh,0.5205072522163391,0.5178421854972839,1.1221719980239868,1.1287805795669557
0.001,64,0.2,relu,0.5239693999290467,0.5218035399913787,1.0963565349578857,1.099929189682007
0.001,64,0.2,sigmoid,0.9535265684127807,0.9494041919708252,0.18034578561782838,0.19423772096633912
0.001,64,0.2,tanh,0.5072624742984772,0.505861496925354,1.160899043083191,1.1641639947891236
0.001,64,0.3,relu,0.5255152940750122,0.5231239914894104,1.1162108421325683,1.1215513944625854
0.001,64,0.3,sigmoid,0.9475926041603089,0.9437681198120117,0.2014157086610794,0.21606791615486146
0.001,64,0.3,tanh,0.5025845408439636,0.5018035352230072,1.191546630859375,1.1954166412353515
0.001,32,0.0,relu,0.5445249676704407,0.5403220534324646,1.0778829097747802,1.083842945098877
